name,salary_from,salary_to,salary_currency,area_name,published_at
Менеджер проекта,,,,Октябрьский (Республика Башкортостан),2022-12-16T14:45:55+0300
Консультант SAP MM/SD,,,,Москва,2022-12-16T14:13:17+0300
Токарь (Пермь),110000.0,,RUR,Березники,2022-12-16T14:53:40+0300
Токарь (Тамбовская область),95000.0,120000.0,RUR,Курск,2022-12-16T15:08:51+0300
Токарь-универсал,105000.0,130000.0,RUR,Лиски,2022-12-16T14:59:21+0300
Шлифовщик (в Тамбовскую область),97000.0,120000.0,RUR,Сызрань,2022-12-16T14:53:40+0300
Корреспондент Отдела экономики и финансов,,,,Москва,2022-12-16T14:48:42+0300
Эксперт по ИТ - инфраструктуре,,,,Москва,2022-12-16T13:44:21+0300
Bitrix разработчик,,,,Оренбург,2022-12-16T13:27:16+0300
Оператор станков с ЧПУ (токарная группа),30000.0,50000.0,RUR,Ижевск,2022-12-16T13:31:27+0300
Токарь (Пермь),110000.0,,RUR,Альметьевск,2022-12-16T14:53:39+0300
Старший администратор проекта,,80000.0,RUR,Самара,2022-12-16T13:30:05+0300
Токарь (Тамбовская область),95000.0,120000.0,RUR,Урюпинск,2022-12-16T15:08:51+0300
Стажер - Разработчик С++ (анализатор),,20000.0,RUR,Томск,2022-12-16T14:47:12+0300
"Ведущий/Старший аналитик-консультант 1С УХ, ERP",,,,Москва,2022-12-16T13:10:28+0300
Backend (Nodejs/Python/Java) Mentor,750.0,1600.0,USD,Фергана,2022-12-16T15:33:16+0300
Аналитик BI,,,,Санкт-Петербург,2022-12-16T14:57:26+0300
Токарь-универсал,105000.0,130000.0,RUR,Арзамас,2022-12-16T14:59:20+0300
Эксперт по ИТ - инфраструктуре,,,,Санкт-Петербург,2022-12-16T13:44:24+0300
Фрезеровщик 4-5 разряда,65000.0,,RUR,Санкт-Петербург,2022-12-16T14:46:14+0300
Токарь (Пермь),110000.0,,RUR,Магнитогорск,2022-12-16T14:53:39+0300
Токарь (Тамбовская область),95000.0,120000.0,RUR,Азов,2022-12-16T15:08:52+0300
Токарь (в Тамбовскую область),97000.0,120000.0,RUR,Энгельс,2022-12-16T14:53:39+0300
Инженер по информационной безопасности автоматизированных систем управления,,,,Москва,2022-12-16T14:08:28+0300
Программист 1С,,,,Новосибирск,2022-12-16T14:45:28+0300
Шлифовщик,96000.0,102000.0,RUR,Сибай,2022-12-16T15:04:38+0300
Delivery Manager [Enablement Platform],,,,Москва,2022-12-16T15:01:38+0300
Middle Senior QA-инженер (С#),150000.0,,RUR,Москва,2022-12-16T13:13:22+0300
Специалист технической поддержки,,68400.0,RUR,Санкт-Петербург,2022-12-16T13:59:57+0300
Токарь-универсал,50000.0,60000.0,RUR,Челябинск,2022-12-16T13:41:03+0300
"Системный администратор Linux (г. Ялта, Республика Крым)",,,,Москва,2022-12-16T15:38:21+0300
Консультант поддержки 1C ERP (2 линия),,,,Козьмодемьянск,2022-12-16T13:25:49+0300
Инженер АСУТП,40000.0,,RUR,Йошкар-Ола,2022-12-16T14:11:34+0300
Механик,39000.0,,RUR,Альметьевск,2022-12-16T14:04:52+0300
PHP-разработчик Middle/Senior (Webinar Group),,,,Москва,2022-12-16T13:25:06+0300
Старший аналитик,,,,Астрахань,2022-12-16T14:00:21+0300
IOS - developer (middle и выше),,,,Казань,2022-12-16T15:21:02+0300
Токарь (Тамбовская область),95000.0,120000.0,RUR,Волгодонск,2022-12-16T15:08:51+0300
Токарь (Тамбовская область),95000.0,120000.0,RUR,Отрадный (Самарская область),2022-12-16T15:08:51+0300
Токарь-универсал,95000.0,,RUR,Туймазы,2022-12-16T14:53:57+0300
Оператор пульта управления,45000.0,,RUR,Муром,2022-12-16T14:32:26+0300
Токарь (Тамбовская область),95000.0,120000.0,RUR,Жигулевск,2022-12-16T15:08:51+0300
Ведущий инженер-программист группы сопровождения САПР,80000.0,,RUR,Ростов-на-Дону,2022-12-16T13:24:32+0300
Ведущий специалист по сопровождению АБС (2 линия поддержки),,,,Санкт-Петербург,2022-12-16T15:22:41+0300
Фрезеровщик 6 разряд,67000.0,,RUR,Санкт-Петербург,2022-12-16T13:36:13+0300
PEGA - разработчик Senior/Middle,,,,Ташкент,2022-12-16T13:45:23+0300
Фрезеровщик 6 разряда,,,,Обнинск,2022-12-16T15:28:13+0300
Программист 1С,,200000.0,RUR,Москва,2022-12-16T14:22:12+0300
Оператор-наладчик станков с ЧПУ (в Ярославскую область),110000.0,120000.0,RUR,Псков,2022-12-16T14:46:40+0300
Backend-разработчик mid-/mid Golang (ОФИС),200000.0,400000.0,RUR,Москва,2022-12-16T13:34:35+0300
Шлифовщик,90000.0,113000.0,RUR,Бугульма,2022-12-16T14:53:40+0300
Токарь (Тамбовская область),95000.0,120000.0,RUR,Энгельс,2022-12-16T15:08:52+0300
Системный администратор,,,,Москва,2022-12-16T15:21:41+0300
Токарь (Тамбовская область),95000.0,120000.0,RUR,Новотроицк (Оренбургская область),2022-12-16T15:08:51+0300
Токарь (Тамбовская область),95000.0,120000.0,RUR,Тольятти,2022-12-16T15:08:51+0300
Токарь (Тамбовская область),95000.0,120000.0,RUR,Россошь,2022-12-16T15:08:52+0300
Шлифовщик,96000.0,102000.0,RUR,Мичуринск,2022-12-16T15:04:38+0300
Оператор-наладчик станков с ЧПУ (в Ярославскую область),110000.0,120000.0,RUR,Владимир,2022-12-16T14:46:40+0300
Токарь-универсал,105000.0,130000.0,RUR,Магнитогорск,2022-12-16T14:59:23+0300
Ведущий аналитик,80000.0,,RUR,Пермь,2022-12-16T13:26:25+0300
Программист С++ (игровой движок),,,,Санкт-Петербург,2022-12-16T13:41:23+0300
Ведущий инженер слаботочных сетей,50000.0,,RUR,Екатеринбург,2022-12-16T13:48:38+0300
Токарь-универсал,95000.0,,RUR,Балаково,2022-12-16T14:53:57+0300
Токарь-универсал,105000.0,130000.0,RUR,Чусовой,2022-12-16T14:59:22+0300
Руководитель направления по Битрикс24 (в отдел консалтинга),,,,Москва,2022-12-16T14:17:09+0300
Эксперт по информационной безопасности (экспертная поддержка цифровой трансформации),,,,Москва,2022-12-16T14:48:03+0300
Инженер-программист отдела информационно-технического обеспечения,40000.0,40000.0,RUR,Екатеринбург,2022-12-16T15:41:10+0300
"Ведущий специалист по автоматизации тестирования, Логистика, Курьерское мобильное приложение",,,,Москва,2022-12-16T15:59:37+0300
Программист 1С,100000.0,220000.0,RUR,Екатеринбург,2022-12-16T15:20:49+0300
Токарь-универсал,105000.0,130000.0,RUR,Березники,2022-12-16T14:59:21+0300
Senior quest designer,,,,Москва,2022-12-16T15:29:01+0300
Lead developer/ Ведущий разработчик (.NET/ React),,,,Москва,2022-12-16T14:30:17+0300
Специалист технической поддержки/сервисный инженер,40000.0,,RUR,Москва,2022-12-16T14:12:19+0300
Токарь (Казань),92000.0,120000.0,RUR,Октябрьский (Республика Башкортостан),2022-12-16T14:53:40+0300
Токарь (Тамбовская область),95000.0,120000.0,RUR,Лиски,2022-12-16T15:08:52+0300
Ведущий/Старший программист/разработчик 1С ЗУП,,,,Москва,2022-12-16T13:10:28+0300
Ведущий Backend разработчик (PHP),93000.0,150000.0,RUR,Пермь,2022-12-16T13:26:21+0300
Токарь-универсал,95000.0,,RUR,Сыктывкар,2022-12-16T14:53:57+0300
QA Automation Engineer (C#),,,,Санкт-Петербург,2022-12-16T13:41:23+0300
Разработчик-аналитик DWH,,,,Ростов-на-Дону,2022-12-16T13:48:40+0300
Инженер-механик,,88000.0,RUR,Калуга,2022-12-16T14:18:01+0300
Senior iOS Developer (Virtual Cards),4000.0,,USD,Санкт-Петербург,2022-12-16T13:11:01+0300
Оператор станков с ЧПУ (Дивизион оружейного производства),30000.0,50000.0,RUR,Ижевск,2022-12-16T15:33:38+0300
Токарь-расточник,50000.0,76000.0,RUR,Ижевск,2022-12-16T15:47:22+0300
Инженер эксплуатации инфраструктуры (DevOps),,,,Санкт-Петербург,2022-12-16T15:21:43+0300
Токарь-универсал,105000.0,130000.0,RUR,Асбест,2022-12-16T14:59:22+0300
Оператор ЧПУ (Тамбовская область),102000.0,,RUR,Ульяновск,2022-12-16T13:51:39+0300
Senior .NET разработчик,,,,Витебск,2022-12-16T13:41:33+0300
Консультант 1С:РСБУ,,,,Москва,2022-12-16T13:48:03+0300
ETL/DWH/SQL Developer Team Lead,,,,Москва,2022-12-16T13:20:32+0300
Бизнес-аналитик по автоматизации процессов 1С,,,,Воронеж,2022-12-16T14:53:10+0300
Токарь-универсал,105000.0,130000.0,RUR,Новоуральск,2022-12-16T14:59:22+0300
Инженер программист 1С,60000.0,,RUR,Самара,2022-12-16T14:35:52+0300
Токарь-универсал,95000.0,,RUR,Зеленодольск (Республика Татарстан),2022-12-16T14:53:57+0300
Мастер по обслуживанию спортивного инвентаря (ТЦ Zеленопарк),46600.0,,RUR,Зеленоград,2022-12-16T13:18:57+0300
Шлифовщик (в Тамбовскую область),97000.0,120000.0,RUR,Мичуринск,2022-12-16T14:53:40+0300
Директор проектного института,,,,Саранск,2022-12-16T13:26:38+0300
Главный специалист Отдела тестирования и сопровождения систем принятия решений,,,,Санкт-Петербург,2022-12-16T15:22:14+0300
"Руководитель проектов (Комплекс инженерных изысканий), удаленно",60000.0,150000.0,RUR,Ростов-на-Дону,2022-12-16T14:01:28+0300
Младший консультант в группу управления финансовыми рисками,,,,Москва,2022-12-16T13:45:41+0300
Термист,,,,Курск,2022-12-16T13:15:35+0300
Заместитель начальника службы по КИПиА,,,,Белгород,2022-12-16T13:01:55+0300
Оператор-наладчик станков с ЧПУ (в Ярославскую область),110000.0,120000.0,RUR,Смоленск,2022-12-16T14:46:40+0300
Инженер АСУ ТП 1 категории,,75000.0,RUR,Керчь,2022-12-16T15:56:39+0300
Директор проектного института,,,,Челябинск,2022-12-16T13:16:26+0300
Маркетолог дивизиона,25000.0,,RUR,Махачкала,2022-12-16T15:54:36+0300
Токарь (Тамбовская область),95000.0,120000.0,RUR,Орск,2022-12-16T15:08:51+0300
Оператор пульта управления,45000.0,,RUR,Навашино,2022-12-16T14:32:35+0300
Шлифовщик 4-6 разряда,40000.0,,RUR,Пермь,2022-12-16T13:11:06+0300
Токарь-универсал,95000.0,,RUR,Елец,2022-12-16T14:53:57+0300
Bitrix разработчик,,,,Магнитогорск,2022-12-16T13:27:25+0300
Токарь (Тамбовская область),95000.0,120000.0,RUR,Балашов,2022-12-16T15:08:52+0300
Оператор-наладчик станков с ЧПУ (в Ярославскую область),110000.0,120000.0,RUR,Калуга,2022-12-16T14:46:40+0300
Инженер по эксплуатации базовых станций и транспортной сети,,,,Орел,2022-12-16T15:15:37+0300
Токарь 6 разряда,,,,Обнинск,2022-12-16T15:28:19+0300
Шлифовщик (в Тамбовскую область),97000.0,120000.0,RUR,Балашов,2022-12-16T14:53:40+0300
Аналитик сопровождения,,,,Курск,2022-12-16T14:20:02+0300
DevOps инженер,,,,Москва,2022-12-16T14:30:13+0300
Специалист службы поддержки,40000.0,,RUR,Москва,2022-12-16T14:12:50+0300
Бизнес-аналитик 1С,,,,Тюмень,2022-12-16T15:52:02+0300
Senior Python Developer,,,,Тбилиси,2022-12-16T13:26:19+0300
Аналитик 1С (по регламентированному учету),80000.0,150000.0,RUR,Нижний Новгород,2022-12-16T15:04:11+0300
Фрезеровщик,90000.0,,RUR,Рыбинск,2022-12-16T14:53:39+0300
Шлифовщик изделий электронной техники,46000.0,50000.0,RUR,Санкт-Петербург,2022-12-16T15:46:48+0300
Оператор-наладчик станков с ЧПУ (в Ярославскую область),110000.0,120000.0,RUR,Тверь,2022-12-16T14:46:40+0300
Android Team Lead,,,,Москва,2022-12-16T14:30:12+0300
Наладчик КИПиА,,,,Самара,2022-12-16T14:56:32+0300
Инженер - Программист Delphi,,,,Воронеж,2022-12-16T15:40:19+0300
Наладчик -оператор станков с ЧПУ (Дёмский район),50000.0,,RUR,Уфа,2022-12-16T13:32:28+0300
Токарь (Тамбовская область),95000.0,120000.0,RUR,Балаково,2022-12-16T15:08:52+0300
Ведущий инженер-механик,,70000.0,RUR,Казань,2022-12-16T14:31:13+0300
Оператор-наладчик станков с ЧПУ (в Ярославскую область),110000.0,120000.0,RUR,Ярославль,2022-12-16T14:46:40+0300
Build & Release инженер,,,,Москва,2022-12-16T14:00:51+0300
Оператор-наладчик станков с ЧПУ (в Ярославскую область),110000.0,120000.0,RUR,Рязань,2022-12-16T14:46:40+0300
Сетевой инженер,,,,Москва,2022-12-16T13:46:59+0300
Middle+/Senior iOS developer [Умный Замок],,,,Москва,2022-12-16T14:44:36+0300
Фрезеровщик 6 разряда,58002.0,,RUR,Чебоксары,2022-12-16T13:12:23+0300
Шлифовальщик 6 разряда,58002.0,,RUR,Чебоксары,2022-12-16T13:06:27+0300
Токарь (Пермь),110000.0,,RUR,Кунгур,2022-12-16T14:53:39+0300
Оператор пульта управления,45000.0,,RUR,Кулебаки,2022-12-16T14:32:30+0300
Программист 1С,150000.0,220000.0,RUR,Тюмень,2022-12-16T15:20:45+0300
Разработчик 1С,154000.0,154000.0,RUR,Москва,2022-12-16T15:45:30+0300
Токарь (Тамбовская область),95000.0,120000.0,RUR,Бугуруслан,2022-12-16T15:08:50+0300
Токарь (Тамбовская область),95000.0,120000.0,RUR,Бузулук,2022-12-16T15:08:50+0300
Заместитель начальника службы по КИПиА,,,,Курск,2022-12-16T13:01:55+0300
"Токарь (4,5разряд)",32000.0,36000.0,RUR,Стерлитамак,2022-12-16T13:05:43+0300
Оператор ЧПУ (Тамбовская область),102000.0,,RUR,Воронеж,2022-12-16T13:51:39+0300
Старший мастер по обслуживанию абонентов,25000.0,,RUR,Бобров,2022-12-16T15:51:16+0300
Ведущий разработчик Godot Engine,,,,Москва,2022-12-16T15:32:09+0300
Android developer Middle,,,,Москва,2022-12-16T14:30:12+0300
Руководитель СТО (Находка),80000.0,150000.0,RUR,Владивосток,2022-12-16T13:10:29+0300
Специалист технической поддержки IT,40000.0,,RUR,Москва,2022-12-16T14:12:32+0300
Методолог (классификатор ГИС),,,,Москва,2022-12-16T14:47:38+0300
Мастер по обслуживанию спортивного инвентаря (ТЦ Курс),34800.0,,RUR,Ступино,2022-12-16T13:18:57+0300
Токарь-универсал,35000.0,40000.0,RUR,Жигулевск,2022-12-16T15:21:34+0300
Developer 1C,,,,Турция,2022-12-16T15:25:21+0300
Инженер-проектировщик ЭОМ,50000.0,,RUR,Курск,2022-12-16T13:14:30+0300
Оператор станков с ПУ (расточная группа оборудования),,120000.0,RUR,Ирбит,2022-12-16T15:22:11+0300
Системный администратор,,,,Красногорск,2022-12-16T13:22:56+0300
Automation QA Тестировщик (ОФИС),100000.0,200000.0,RUR,Москва,2022-12-16T13:34:31+0300
Токарь-расточник/токарь-карусельщик (Екатеринбург),100000.0,,RUR,Курган,2022-12-16T13:18:55+0300
Продуктовый аналитик,,,,Москва,2022-12-16T15:09:39+0300
Project manager 1C,,,,Турция,2022-12-16T15:28:57+0300
DevOps Engineer (HIS),,,,Москва,2022-12-16T14:02:55+0300
Программист 1С,,220000.0,RUR,Нижний Тагил,2022-12-16T15:20:34+0300
Монтажник интернет сетей,43200.0,,RUR,Томск,2022-12-16T13:45:58+0300
Системный администратор (ст. Ленинградская),42000.0,46000.0,RUR,Ленинградская станица,2022-12-16T13:47:07+0300
Токарь-расточник,30000.0,,RUR,Уфа,2022-12-16T13:38:13+0300
"Токарь 4, 5 разряда",24200.0,38000.0,RUR,Стерлитамак,2022-12-16T14:26:51+0300
Технический эксперт (сканирование уязвимостей),,,,Москва,2022-12-16T13:15:00+0300
System Analyst DWH,,,,Москва,2022-12-16T15:23:34+0300
Шлифовщик,90000.0,113000.0,RUR,Нефтекамск,2022-12-16T14:53:39+0300
Мастер по ремонту бытовой техники,40000.0,60000.0,RUR,Невинномысск,2022-12-16T13:08:06+0300
Специалист по клиентскому сервису ( ул. Доваторцев ),22000.0,32000.0,RUR,Ставрополь,2022-12-16T13:19:54+0300
Шлифовщик,96000.0,102000.0,RUR,Йошкар-Ола,2022-12-16T15:04:38+0300
Системный аналитик Продукта Имущество,,,,Москва,2022-12-16T14:30:12+0300
Программист 1С,,220000.0,RUR,Курган,2022-12-16T15:20:28+0300
Ведущий Разработчик 1С,,,,Санкт-Петербург,2022-12-16T14:55:19+0300
Оператор роботизированного листогибочного станка с ЧПУ,,,,Воронеж,2022-12-16T13:48:58+0300
Рабочий по комплексному обслуживанию зданий,500.0,600.0,BYR,Минск,2022-12-16T15:26:38+0300
Оператор ЧПУ (Тамбовская область),102000.0,,RUR,Нижний Новгород,2022-12-16T13:51:39+0300
Оператор станков с ЧПУ (токарная группа) от 4 разряда,,,,Калуга,2022-12-16T15:27:41+0300
Помощник механика-наладчика полиграфического оборудования,45000.0,,RUR,Санкт-Петербург,2022-12-16T14:23:14+0300
Оператор станка с ЧПУ Rover A (Москва),45000.0,,RUR,Ульяновск,2022-12-16T13:06:24+0300
Токарь-универсал,,,,Калуга,2022-12-16T15:32:18+0300
Инженер-программист 1С,,,,Москва,2022-12-16T13:12:04+0300
Бизнес-аналитик по автоматизации процессов 1С,,,,Калуга,2022-12-16T14:53:06+0300
Teamlead Go (Golang),,400000.0,RUR,Москва,2022-12-16T14:32:15+0300
Инженер по гарантии,30000.0,,RUR,Нижневартовск,2022-12-16T15:19:07+0300
Инженер-программист Delphi,,,,Минск,2022-12-16T15:26:37+0300
Программист 1С,80000.0,120000.0,RUR,Киров (Кировская область),2022-12-16T14:29:07+0300
Наладчик станков и манипуляторов с ПУ (г. Миасс),55000.0,100000.0,RUR,Астана,2022-12-16T14:10:16+0300
Программист 1С (Удаленная работа),120000.0,,RUR,Киров (Кировская область),2022-12-16T14:29:18+0300
Инженер АСУТП,65000.0,,RUR,Вологда,2022-12-16T14:09:16+0300
Машинист экструдера,40000.0,,RUR,Шахты,2022-12-16T13:10:24+0300
Разработчик-аналитик DWH,,,,Нижний Новгород,2022-12-16T13:47:48+0300
Велокурьер,,,,Москва,2022-12-16T15:08:18+0300
Токарь производственного участка мехобработки,40000.0,55000.0,RUR,Ростов-на-Дону,2022-12-16T13:22:25+0300
Токарь-универсал,105000.0,130000.0,RUR,Тольятти,2022-12-16T14:59:23+0300
Аналитик сопровождения,,,,Нижний Новгород,2022-12-16T14:19:50+0300
Системный аналитик (SberMonitoring),,,,Москва,2022-12-16T13:08:58+0300
Ведущий Аналитик,,,,Санкт-Петербург,2022-12-16T14:57:26+0300
Ведущий инженер-программист группы внедрения СПРУТ,80000.0,100000.0,RUR,Ростов-на-Дону,2022-12-16T13:23:56+0300
Инженер АСУ ТП 1 категории,,75000.0,RUR,Темрюк,2022-12-16T15:56:39+0300
Программист 1C,120000.0,,RUR,Челябинск,2022-12-16T14:47:27+0300
Менеджер по продукту (медицинская одежда),45000.0,60000.0,RUR,Иваново (Ивановская область),2022-12-16T15:43:05+0300
Сервисный инженер - сварочное оборудование (ОАЭ),,,,Нижний Новгород,2022-12-16T14:08:15+0300
Главный специалист отдела системного программного обеспечения (VmWare),,,,Минск,2022-12-16T13:12:29+0300
Ведущий специалист по сопровождению АБС ( 1 линия поддержки),,,,Санкт-Петербург,2022-12-16T15:22:38+0300
Ведущий системный администратор,,,,Москва,2022-12-16T13:49:11+0300
Битрикс разработчик,,,,Уфа,2022-12-16T13:37:46+0300
Наладчик станков и манипуляторов с ПУ (г. Миасс),55000.0,100000.0,RUR,Тольятти,2022-12-16T14:07:27+0300
Оператор-наладчик станков с ЧПУ (в Ярославскую область),110000.0,120000.0,RUR,Архангельск,2022-12-16T14:46:40+0300
Токарь (Дивизион оружейного производства),35000.0,60000.0,RUR,Ижевск,2022-12-16T13:31:22+0300
DevOps Engineer,,,,Санкт-Петербург,2022-12-16T13:41:23+0300
Оператор-наладчик станков с ЧПУ (в Ярославскую область),110000.0,120000.0,RUR,Киров (Кировская область),2022-12-16T14:46:40+0300
Senior Java Developer,,,,Алматы,2022-12-16T13:10:57+0300
Web разработчик на Drupal,300000.0,500000.0,KZT,Алматы,2022-12-16T14:59:48+0300
Системный аналитик,,,,Санкт-Петербург,2022-12-16T13:21:32+0300
"Оператор станков С ЧПУ на стойку Fanuc, Siemens",97800.0,,RUR,Челябинск,2022-12-16T14:25:52+0300
Senior Java Developer,,,,Астана,2022-12-16T13:10:57+0300
Android-разработчик,,,,Москва,2022-12-16T15:09:43+0300
Консультант 1С ЗУП,65000.0,,RUR,Калининград,2022-12-16T13:39:46+0300
Ведущий разработчик 1С,,,,Казань,2022-12-16T14:40:25+0300
"Development Team Lead/Architect, Consulting, Technology",,,,Москва,2022-12-16T13:44:37+0300
Системный аналитик,1600.0,,BYR,Минск,2022-12-16T13:16:10+0300
Специалист технической поддержки,45000.0,,RUR,Павловск (Воронежская область),2022-12-16T13:48:50+0300
Бизнес-аналитик по автоматизации процессов 1С,,,,Одинцово,2022-12-16T14:53:13+0300
Head of IT Security,,,,Москва,2022-12-16T14:27:37+0300
Оператор станков с ЧПУ 5-6 разряд (фрезерная обработка),,,,Воронеж,2022-12-16T13:33:44+0300
Специалист,,,,Ртищево,2022-12-16T13:02:40+0300
Системный архитектор,,,,Москва,2022-12-16T15:32:33+0300
Руководитель группы интеграции,,,,Санкт-Петербург,2022-12-16T14:55:19+0300
Программист 1С (Аккредитованная компания),120000.0,,RUR,Киров (Кировская область),2022-12-16T14:29:00+0300
Программист 1С,,,,Москва,2022-12-16T15:26:01+0300
C++ Tools Programmer,,,,Санкт-Петербург,2022-12-16T13:41:23+0300
Программист Delphi,,,,Череповец,2022-12-16T15:44:11+0300
Консультант поддержки 1C ERP (2 линия),,,,Чебоксары,2022-12-16T13:28:14+0300
Ведущий разработчик Unreal Engine,,,,Москва,2022-12-16T15:32:01+0300
Старший аналитик,,,,Саратов,2022-12-16T13:59:36+0300
Инженер-тестировщик АСУ ТП,,,,Екатеринбург,2022-12-16T15:17:59+0300
Мастер-механик,20000.0,,RUR,Липецк,2022-12-16T13:16:25+0300
Senior Fullstack Developer/ Фулстек разработчик (.net/react),,,,Москва,2022-12-16T14:30:17+0300
Консультант поддержки 1C ERP (2 линия),,,,Новочебоксарск,2022-12-16T13:32:13+0300
Бизнес-аналитик 1С,,,,Воронеж,2022-12-16T15:52:06+0300
Дивизионный директор департамента управления бизнес-процессов,150000.0,,RUR,Воронеж,2022-12-16T13:39:13+0300
Ведущий инженер средств радио и телевидения,37000.0,40000.0,RUR,Ижевск,2022-12-16T15:12:47+0300
Оператор-наладчик станков с ЧПУ (в Ярославскую область),110000.0,120000.0,RUR,Вологда,2022-12-16T14:46:40+0300
Фрезеровщик,30000.0,,RUR,Курск,2022-12-16T13:13:53+0300
ИТ специалист (техническая поддержка),40000.0,,RUR,Москва,2022-12-16T14:12:40+0300
Unreal Engine developer (Allods Team),,,,Турция,2022-12-16T14:49:07+0300
Разработчик-аналитик DWH,,,,Санкт-Петербург,2022-12-16T13:47:45+0300
Ведущий инженер отдела технической поддержки,40000.0,,RUR,Москва,2022-12-16T14:13:04+0300
Директор проектного института,,,,Екатеринбург,2022-12-16T13:39:55+0300
Разработчик интеграционных модулей 1С/XSLT,,150000.0,RUR,Уфа,2022-12-16T14:37:51+0300
Middle QA Automation Engineer,,,,Москва,2022-12-16T15:09:47+0300
Программист 1С,,,,Новосибирск,2022-12-16T14:51:56+0300
Программист 1С,,,,Калуга,2022-12-16T14:51:49+0300
Оператор-наладчик станков с ЧПУ (в Ярославскую область),110000.0,120000.0,RUR,Тула,2022-12-16T14:46:40+0300
Наладчик технологического оборудования (4 разряд),44000.0,,RUR,Белгород,2022-12-16T15:34:30+0300
Системный аналитик,,,,Уфа,2022-12-16T13:26:50+0300
Программист графики,,,,Санкт-Петербург,2022-12-16T13:41:23+0300
Пресейл-менеджер по информационной безопасности,,,,Москва,2022-12-16T13:01:26+0300
Механик,,,,Обнинск,2022-12-16T15:52:12+0300
Оператор-наладчик станков с ЧПУ (в Ярославскую область),110000.0,120000.0,RUR,Нижний Новгород,2022-12-16T14:46:40+0300
Инженер-программист (БАКС),1500.0,2000.0,BYR,Минск,2022-12-16T13:14:54+0300
Механик по обслуживанию и ремонту строительной техники,60000.0,80000.0,RUR,Чебоксары,2022-12-16T15:34:20+0300
Специалист IT-поддержки,40000.0,,RUR,Москва,2022-12-16T14:12:53+0300
"Системный администратор (г. Ялта, Республика Крым)",,,,Сочи,2022-12-16T15:36:48+0300
Ведущий администратор информационной безопасности,,,,Москва,2022-12-16T13:49:18+0300
"Системный администратор Linux (г. Ялта, Республика Крым)",,,,Санкт-Петербург,2022-12-16T15:37:46+0300
DevOps,,,,Москва,2022-12-16T13:48:37+0300
Эксперт по информационной безопасности (облачные решения),,,,Москва,2022-12-16T14:30:17+0300
Bitrix-разработчик,,,,Москва,2022-12-16T15:59:10+0300
Automation QA engineer/инженер по автоматизированному тестированию,,,,Москва,2022-12-16T15:10:01+0300
Инженер-программист 1 категории управления систем магнитного подвеса,,,,Санкт-Петербург,2022-12-16T14:10:22+0300
Инженер-программист отдела разработки управляющих программ механосборочного производства,47143.0,,RUR,Ульяновск,2022-12-16T13:15:22+0300
Консультант-аналитик 1С:ERP,135000.0,,RUR,Санкт-Петербург,2022-12-16T13:36:17+0300
Оператор-наладчик станков с ЧПУ (в Ярославскую область),110000.0,120000.0,RUR,Петрозаводск,2022-12-16T14:46:40+0300
Системный администратор Linux,,,,Севастополь,2022-12-16T15:37:46+0300
Оператор станков с ПУ (расточная группа оборудования),,120000.0,RUR,Сухой Лог,2022-12-16T15:22:11+0300
Разработчик Bitrix (удаленно),,,,Москва,2022-12-16T15:16:41+0300
"Ведущий специалист по автоматизации тестирования, Логистика, Курьерское мобильное приложение",,,,Санкт-Петербург,2022-12-16T15:59:23+0300
Mobile Front-end Developer (Ionic),,,,Тбилиси,2022-12-16T13:11:43+0300
1С Программист/Разработчик(remote),140000.0,200000.0,RUR,Новосибирск,2022-12-16T15:30:50+0300
Руководитель проекта 1С,130000.0,200000.0,RUR,Нижний Новгород,2022-12-16T15:04:08+0300
Наладчик холодноштамповочного оборудования,30000.0,,RUR,Елец,2022-12-16T14:16:47+0300
Аналитик внедрения 1С: ЗУП,,,,Воронеж,2022-12-16T15:44:38+0300
Администратор серверов PLM,,,,Пермь,2022-12-16T14:15:02+0300
Аналитик внедрения 1С: ЗУП,,,,Краснодар,2022-12-16T15:44:38+0300
Ведущий инженер-конструктор (проектирование интегральных микросхем),100000.0,,RUR,Воронеж,2022-12-16T15:26:28+0300
Токарь,1400.0,,BYR,Могилев,2022-12-16T15:12:06+0300
Токарь-расточник,,,,Калуга,2022-12-16T15:32:15+0300
Senior IOS Developer (Swift),,,,Сочи,2022-12-16T15:31:25+0300
Senior PHP Developer/Веб-программист,,,,Магнитогорск,2022-12-16T13:27:08+0300
Разработчик SDK (C++),,,,Санкт-Петербург,2022-12-16T13:41:23+0300
Senior IOS Developer (Swift),,,,Воронеж,2022-12-16T15:30:22+0300
Ассистент/Супервайзер группы актуарных расчётов (департамент аудита),,,,Москва,2022-12-16T13:55:38+0300
Ведущий DevOps инженер,,,,Воронеж,2022-12-16T15:29:51+0300
Автор студенческих работ по техническим предметам (удаленно),35000.0,,RUR,Санкт-Петербург,2022-12-16T14:17:58+0300
Ведущий инженер по поддержке ИТ инфраструктуры / Network Infrastructure Expert,,,,Москва,2022-12-16T15:26:14+0300
Монтажник услуг Интернет/IPTV,55000.0,65000.0,RUR,Екатеринбург,2022-12-16T15:21:36+0300
Главный специалист по сопровождению АРМ КБР-Н (1 линия),,,,Санкт-Петербург,2022-12-16T15:22:35+0300
Наладчик станков с ЧПУ,,,,Воронеж,2022-12-16T13:33:32+0300
"Токарь 5 разряда, Станки 16К20, 1К62",,,,Москва,2022-12-16T15:10:07+0300
Ведущий инженер-программист 1С,,,,Санкт-Петербург,2022-12-16T14:07:43+0300
